ID_SITIO;LOCALIDAD;PROVINCIA;POBLACION;PLAN;Latitud;Longitud
2697;PUNTA DE BALASTO;CATAMARCA;177;LOCALIDAD CONECTADA;-26,952478;-66,134342
2723;QUIROS;CATAMARCA;1156;LOCALIDAD CONECTADA;-28,785864;-65,111003
2758;RECREO;CATAMARCA;11847;LOCALIDAD CONECTADA;-26,805606;-66,072725
2921;SAN FERNANDO DEL VALLE DE CATAMARCA;CATAMARCA;167096;LOCALIDAD CONECTADA;-28,4573;-65,7664
3747;SAN JOSE;CATAMARCA;10242;LOCALIDAD CONECTADA;-26,805606;-66,072725
2958;SAN JOSE;CATAMARCA;10242;LOCALIDAD CONECTADA;-26,805606;-66,072725
3061;SANTA CRUZ;CATAMARCA;122;LOCALIDAD CONECTADA;-28,500486;-65,668192
3079;SANTA MARIA;CATAMARCA;11648;LOCALIDAD CONECTADA;-26,698689;-66,041042
3591;VILLA VIL;CATAMARCA;481;LOCALIDAD CONECTADA;-27,093541;-66,823508
3625;YAPES;CATAMARCA;129;LOCALIDAD CONECTADA;-26,84455556;-66,078025
324;AVIA TERAI;CHACO;6203;LOCALIDAD CONECTADA;-26,686306;-60,729694
769;CHARADAI;CHACO;1519;LOCALIDAD CONECTADA;-27,65433056;-59,86046667
846;COLONIA ABORIGEN;CHACO;1272;LOCALIDAD CONECTADA;-26,956367;-60,203231
863;COLONIA BENITEZ;CHACO;2212;LOCALIDAD CONECTADA;-27,332506;-58,946917
912;COLONIA POPULAR;CHACO;191;LOCALIDAD CONECTADA;-27,276111;-59,148694
960;CONCEPCION DEL BERMEJO;CHACO;5309;LOCALIDAD CONECTADA;-26,599389;-60,948417
1023;COTE LAI;CHACO;1323;LOCALIDAD CONECTADA;-27,52838797;-59,57113735
1372;FONTANA;CHACO;32027;LOCALIDAD CONECTADA;-27,418097;-59,032583
1513;GRAL. VEDIA;CHACO;1839;LOCALIDAD CONECTADA;-26,93564134;-58,66088071
1770;LA ESCONDIDA;CHACO;3261;LOCALIDAD CONECTADA;-27,104167;-59,446389
1796;LA LEONESA GNA;CHACO;0;LOCALIDAD CONECTADA;-27,038889;-58,706944
1856;LA SABANA;CHACO;242;LOCALIDAD CONECTADA;-27,871444;-59,938389
1885;LAGUNA BLANCA;CHACO;547;LOCALIDAD CONECTADA;-25,13119167;-58,24661111
1908;LAPACHITO;CHACO;888;LOCALIDAD CONECTADA;-27,15928936;-59,38765397
1976;LAS PALMAS;CHACO;4914;LOCALIDAD CONECTADA;-27,049133;-58,681158
2090;LOS FRENTONES;CHACO;5520;LOCALIDAD CONECTADA;-26,41154656;-61,40874265
2179;MAKALLE;CHACO;4322;LOCALIDAD CONECTADA;-27,20838007;-59,28647758
2348;NAPALPI;CHACO;39;LOCALIDAD CONECTADA;-26,900689;-60,130147
2449;PAMPA DEL INFIERNO;CHACO;9063;LOCALIDAD CONECTADA;-26,50404704;-61,17636214
2614;PRESIDENCIA DE LA PLAZA;CHACO;9642;LOCALIDAD CONECTADA;-27,004389;-59,834389
2616;PRESIDENCIA ROQUE SAENZ PEÑA;CHACO;89882;LOCALIDAD CONECTADA;-26,79169444;-60,42769722
2661;PUERTO BERMEJO NUEVO;CHACO;1733;LOCALIDAD CONECTADA;-26,907944;-58,54475
2662;PUERTO BERMEJO VIEJO;CHACO;86;LOCALIDAD CONECTADA;-26,928028;-58,509333
2666;PUERTO EVA PERON;CHACO;609;LOCALIDAD CONECTADA;-26,66416111;-58,63248333
2765;RESISTENCIA;CHACO;290723;LOCALIDAD CONECTADA;-27,45595;-58,987239
3198;TACO POZO;CHACO;7813;LOCALIDAD CONECTADA;-25,61474722;-63,26638889
196;ALTO RIO SENGUER;CHUBUT;1570;LOCALIDAD CONECTADA;-45,036475;-70,812069
1175;EL HOYO;CHUBUT;1477;LOCALIDAD CONECTADA;-42,06164873;-71,49517054
1281;EPUYEN;CHUBUT;1038;LOCALIDAD CONECTADA;-42,228372;-71,355086
1292;ESQUEL;CHUBUT;32343;LOCALIDAD CONECTADA;-42,908185;-71,287467
1483;GOBERNADOR COSTA;CHUBUT;2251;LOCALIDAD CONECTADA;-44,054711;-70,609203
1671;JOSE DE SAN MARTIN;CHUBUT;1612;LOCALIDAD CONECTADA;-44,049031;-70,476822
1881;LAGO EPUYEN;CHUBUT;392;LOCALIDAD CONECTADA;-42,218335;-71,416638
1882;LAGO PUELO;CHUBUT;3129;LOCALIDAD CONECTADA;-42,02600217;-71,54626756
2792;RIO MAYO;CHUBUT;2791;LOCALIDAD CONECTADA;-45,691042;-70,249681
3228;TECKA;CHUBUT;1237;LOCALIDAD CONECTADA;-43,500344;-70,804908
113;ADELIA MARIA;CORDOBA;7586;LOCALIDAD CONECTADA;-33,633258;-64,012922
142;ALCIRA GIGENA;CORDOBA;5919;LOCALIDAD CONECTADA;-32,7538474;-64,34025712
178;ALMAFUERTE;CORDOBA;11422;LOCALIDAD CONECTADA;-32,19078889;-64,26303611
285;ARROYITO;CORDOBA;22147;LOCALIDAD CONECTADA;-31,415964;-63,044611
320;AVELLANEDA;CORDOBA;282;LOCALIDAD CONECTADA;-30,595061;-64,20645
347;BALLESTEROS;CORDOBA;3928;LOCALIDAD CONECTADA;-32,544244;-62,975397
367;BAÑADO DE SOTO;CORDOBA;466;LOCALIDAD CONECTADA;-30,794461;-65,052825
516;BELL VILLE;CORDOBA;34765;LOCALIDAD CONECTADA;-32,612997;-62,694325
542;BERROTARAN;CORDOBA;6869;LOCALIDAD CONECTADA;-32,449162;-64,393537
557;BOUWER;CORDOBA;656;LOCALIDAD CONECTADA;-31,557942;-64,193089
568;BULNES;CORDOBA;1051;LOCALIDAD CONECTADA;-33,501514;-64,678982
646;CAPILLA DE LOS REMEDIOS;CORDOBA;797;LOCALIDAD CONECTADA;-31,42955833;-63,83223056
680;CARNERILLO;CORDOBA;1867;LOCALIDAD CONECTADA;-32,91162862;-64,02265127
702;CASEROS CENTRO;CORDOBA;243;LOCALIDAD CONECTADA;-31,56156389;-64,14769722
753;CHAJAN;CORDOBA;767;LOCALIDAD CONECTADA;-33,55332896;-65,00178909
805;CHUCUL;CORDOBA;304;LOCALIDAD CONECTADA;-33,010791;-64,1704097
4079;CHUCUL;CORDOBA;304;LOCALIDAD CONECTADA;-33,019067;-64,183133
808;CHUÑA;CORDOBA;550;LOCALIDAD CONECTADA;-30,46912222;-64,66612222
978;CORDOBA;CORDOBA;1317298;LOCALIDAD CONECTADA;-31,43919444;-64,18978056
983;CORONEL BAIGORRIA;CORDOBA;1456;LOCALIDAD CONECTADA;-32,85049429;-64,36101665
998;CORONEL MOLDES;CORDOBA;9005;LOCALIDAD CONECTADA;-33,616438;-64,592501
1010;CORRALITO;CORDOBA;1727;LOCALIDAD CONECTADA;-32,01735154;-64,19924005
1040;CRUZ DEL EJE;CORDOBA;30680;LOCALIDAD CONECTADA;-30,72420556;-64,80055833
1058;DALMACIO VELEZ;CORDOBA;1497;LOCALIDAD CONECTADA;-32,612183;-63,578467
1065;DEAN FUNES;CORDOBA;21211;LOCALIDAD CONECTADA;-30,42289444;-64,35716111
1074;DESPEÑADEROS;CORDOBA;5758;LOCALIDAD CONECTADA;-31,81759444;-64,29596389
1077;DEVOTO;CORDOBA;6057;LOCALIDAD CONECTADA;-31,40551389;-62,30051667
1140;EL CHACHO;CORDOBA;154;LOCALIDAD CONECTADA;-30,79963056;-65,65626389
1173;EL FUERTECITO;CORDOBA;297;LOCALIDAD CONECTADA;-31,40458611;-62,97202778
1249;EL TIO;CORDOBA;1903;LOCALIDAD CONECTADA;-31,38136667;-62,82955556
1264;ELENA;CORDOBA;2985;LOCALIDAD CONECTADA;-32,568444;-64,397662
1433;GENERAL CABRERA;CORDOBA;11734;LOCALIDAD CONECTADA;-32,808836;-63,859931
1442;GENERAL FOTHERINGHAM;CORDOBA;313;LOCALIDAD CONECTADA;-32,32371182;-63,86801486
1454;GENERAL LEVALLE;CORDOBA;5697;LOCALIDAD CONECTADA;-34,00695;-63,9153
1461;GENERAL PAZ;CORDOBA;1925;LOCALIDAD CONECTADA;-31,13606389;-64,14015
1559;HERNANDO;CORDOBA;10109;LOCALIDAD CONECTADA;-32,55386667;-63,5985
1560;HERNANDO CIUDAD;CORDOBA;10614;LOCALIDAD CONECTADA;-32,422836;-63,738783
1663;JESUS MARIA;CORDOBA;31602;LOCALIDAD CONECTADA;-30,9861498;-64,08999883
1709;KILOMETRO 658;CORDOBA;365;LOCALIDAD CONECTADA;-31,37046825;-63,53287555
1720;LA BAJADA;CORDOBA;97;LOCALIDAD CONECTADA;-32,094729;-64,330916
1778;LA FRANCIA;CORDOBA;3720;LOCALIDAD CONECTADA;-31,40524167;-62,63394444
1878;LABOULAYE;CORDOBA;20534;LOCALIDAD CONECTADA;-34,12267222;-63,39315278
1893;LAGUNA LARGA;CORDOBA;7437;LOCALIDAD CONECTADA;-31,77523889;-63,79956111
1983;LAS PERDICES;CORDOBA;5084;LOCALIDAD CONECTADA;-32,69505;-63,6996
2006;LAS VERTIENTES;CORDOBA;766;LOCALIDAD CONECTADA;-33,286492;-64,580719
2020;LEONES;CORDOBA;10391;LOCALIDAD CONECTADA;-32,67161389;-62,314725
2086;LOS CONDORES;CORDOBA;2879;LOCALIDAD CONECTADA;-32,32466742;-64,28291828
2102;LOS MOLINOS;CORDOBA;260;LOCALIDAD CONECTADA;-31,854925;-64,37757778
2117;LOS POZOS;CORDOBA;91;LOCALIDAD CONECTADA;-30,51999444;-64,253675
2143;LOZADA;CORDOBA;1013;LOCALIDAD CONECTADA;-31,64772778;-64,09054167
2150;LUCIO V MANSILLA;CORDOBA;782;LOCALIDAD CONECTADA;-29,802278;-64,708222
2185;MALENA;CORDOBA;368;LOCALIDAD CONECTADA;-33,49053014;-64,43718517
2193;MANFREDI;CORDOBA;961;LOCALIDAD CONECTADA;-31,846425;-63,74310833
2212;MARCOS JUAREZ;CORDOBA;27004;LOCALIDAD CONECTADA;-32,692886;-62,089983
2308;MONTE DE LOS GAUCHOS;CORDOBA;675;LOCALIDAD CONECTADA;-33,63819444;-63,89060278
2318;MONTE RALO;CORDOBA;518;LOCALIDAD CONECTADA;-31,908533;-64,241408
2334;MORRISON;CORDOBA;3345;LOCALIDAD CONECTADA;-32,58661944;-62,83454722
2406;OLIVA;CORDOBA;11672;LOCALIDAD CONECTADA;-32,03630964;-63,57058285
2413;ONCATIVO;CORDOBA;13180;LOCALIDAD CONECTADA;-31,909667;-63,681028
2481;PARQUE NORTE - CIUDAD DE LOS NIDOS - VIL;CORDOBA;5996;LOCALIDAD CONECTADA;-31,29548889;-64,17578333
2495;PASO VIEJO;CORDOBA;1033;LOCALIDAD CONECTADA;-30,76697778;-65,19025
2545;PILAR;CORDOBA;14735;LOCALIDAD CONECTADA;-31,68173889;-63,88044444
2717;QUILINO;CORDOBA;4092;LOCALIDAD CONECTADA;-30,21365341;-64,49597644
2726;RAFAEL GARCIA;CORDOBA;555;LOCALIDAD CONECTADA;-31,64705556;-64,25920556
2786;RIO CUARTO;CORDOBA;157010;LOCALIDAD CONECTADA;-33,10645278;-64,38693056
2796;RIO PRIMERO;CORDOBA;7044;LOCALIDAD CONECTADA;-31,334806;-63,621111
2800;RIO TERCERO;CORDOBA;46421;LOCALIDAD CONECTADA;-32,17153489;-64,09687002
2824;ROSALES;CORDOBA;525;LOCALIDAD CONECTADA;-34,17432009;-63,15289388
4072;SAMPACHO;CORDOBA;7716;LOCALIDAD CONECTADA;-33,38741389;-64,73015833
2873;SAN AGUSTIN;CORDOBA;3317;LOCALIDAD CONECTADA;-31,97598444;-64,37764921
2892;SAN BASILIO;CORDOBA;3160;LOCALIDAD CONECTADA;-33,49868;-64,312453
2922;SAN FRANCISCO;CORDOBA;61750;LOCALIDAD CONECTADA;-31,42003889;-62,109325
2969;SAN JOSE DE LAS SALINAS;CORDOBA;662;LOCALIDAD CONECTADA;-30,00833744;-64,62203346
2989;SAN MARCOS SUD;CORDOBA;3248;LOCALIDAD CONECTADA;-32,63026944;-62,48245
3054;SANTA CATALINA;CORDOBA;74;LOCALIDAD CONECTADA;-33,205201;-64,43408
3109;SANTIAGO TEMPLE;CORDOBA;2779;LOCALIDAD CONECTADA;-31,38528333;-63,41868611
3128;SARMIENTO;CORDOBA;1288;LOCALIDAD CONECTADA;-30,77575;-64,10851389
3151;SERREZUELA;CORDOBA;2441;LOCALIDAD CONECTADA;-30,63915471;-65,39251412
3168;SINSACATE;CORDOBA;1317;LOCALIDAD CONECTADA;-30,943036;-64,094772
3171;SOCAVONES;CORDOBA;263;LOCALIDAD CONECTADA;-31,52745;-64,14669444
3213;TANCACHA;CORDOBA;5298;LOCALIDAD CONECTADA;-32,23435833;-63,9839
3251;TIO PUJIO;CORDOBA;2655;LOCALIDAD CONECTADA;-32,286138;-63,353455
3277;TRANSITO;CORDOBA;2886;LOCALIDAD CONECTADA;-31,424575;-63,19341944
3299;TUCLAME;CORDOBA;907;LOCALIDAD CONECTADA;-30,7472791;-65,23772051
3354;VICUÑA MACKENNA;CORDOBA;10021;LOCALIDAD CONECTADA;-33,92585278;-64,38504722
3417;VILLA DE SOTO;CORDOBA;9628;LOCALIDAD CONECTADA;-30,85405556;-65,01383333
3430;VILLA DEL TOTORAL;CORDOBA;8211;LOCALIDAD CONECTADA;-30,7045167;-64,05856389
3431;VILLA DEL TRANSITO;CORDOBA;227;LOCALIDAD CONECTADA;-31,44573889;-63,19451111
3473;VILLA GUTIERREZ;CORDOBA;236;LOCALIDAD CONECTADA;-30,67965696;-64,16012712
3502;VILLA LOS LLANOS;CORDOBA;6272;LOCALIDAD CONECTADA;-31,27766111;-64,16426944
3510;VILLA MARIA;CORDOBA;79351;LOCALIDAD CONECTADA;-32,42468851;-63,3094768
519;BELLA VISTA;CORRIENTES;29071;LOCALIDAD CONECTADA;-28,517925;-59,03736111
554;BONPLAND;CORRIENTES;1029;LOCALIDAD CONECTADA;-29,81708333;-57,42736111
1012;CORRIENTES;CORRIENTES;346334;LOCALIDAD CONECTADA;-27,4738916;-58,8535194
1038;CRUZ DE LOS MILAGROS;CORRIENTES;143;LOCALIDAD CONECTADA;-28,83697222;-59,00372222
1244;EL SOMBRERO;CORRIENTES;707;LOCALIDAD CONECTADA;-27,70127778;-58,76213889
1276;EMPEDRADO;CORRIENTES;9258;LOCALIDAD CONECTADA;-27,9530323;-58,80502364
1293;ESQUINA;CORRIENTES;19081;LOCALIDAD CONECTADA;-30,01525;-59,52844444
1510;GOYA;CORRIENTES;71606;LOCALIDAD CONECTADA;-29,16084185;-59,24927597
1650;ITUZAINGO;CORRIENTES;19575;LOCALIDAD CONECTADA;-27,5852222;-56,69122222
1692;JUAN PUJOL;CORRIENTES;1349;LOCALIDAD CONECTADA;-30,41752222;-57,85645556
2010;LAVALLE;CORRIENTES;2990;LOCALIDAD CONECTADA;-29,02874688;-59,178505
2294;MOCORETA;CORRIENTES;5974;LOCALIDAD CONECTADA;-30,61536111;-57,97052778
2306;MONTE CASEROS;CORRIENTES;23470;LOCALIDAD CONECTADA;-30,25519444;-57,65275
2462;PARADA LABOUGLE;CORRIENTES;492;LOCALIDAD CONECTADA;-30,317325;-57,72999444
2464;PARADA PUCHETA;CORRIENTES;328;LOCALIDAD CONECTADA;-29,9053454;-57,57436935
2491;PASO DE LOS LIBRES;CORRIENTES;43251;LOCALIDAD CONECTADA;-29,71777;-57,115866
2769;RIACHUELO;CORRIENTES;1965;LOCALIDAD CONECTADA;-27,58302368;-58,74638889
2898;SAN CARLOS;CORRIENTES;2454;LOCALIDAD CONECTADA;-27,74446944;-55,90027778
2980;SAN LORENZO;CORRIENTES;2569;LOCALIDAD CONECTADA;-28,13557222;-58,76494444
3072;SANTA LUCIA;CORRIENTES;11589;LOCALIDAD CONECTADA;-28,97436783;-59,0988896
3408;VILLA CORDOBA;CORRIENTES;586;LOCALIDAD CONECTADA;-28,99281111;-59,079128
3617;20 DE SEPTIEMBRE;ENTRE RIOS;187;LOCALIDAD CONECTADA;-32,3907222;-59,6615
3778;ALCARAZ _PUEBLO ARRUA;ENTRE RIOS;2531;LOCALIDAD CONECTADA;-31,4546389;-59,59380556
146;ALDEA ASUNCION;ENTRE RIOS;263;LOCALIDAD CONECTADA;-32,8293083;-59,22663333
148;ALDEA BRASILERA;ENTRE RIOS;895;LOCALIDAD CONECTADA;-31,89194444;-60,58544444
152;ALDEA MARIA LUISA;ENTRE RIOS;773;LOCALIDAD CONECTADA;-31,88480103;-60,41149878
153;ALDEA PROTESTANTE;ENTRE RIOS;519;LOCALIDAD CONECTADA;-32,02838889;-60,56577778
154;ALDEA SALTO;ENTRE RIOS;102;LOCALIDAD CONECTADA;-31,92641667;-60,54625
155;ALDEA SAN ANTONIO;ENTRE RIOS;1091;LOCALIDAD CONECTADA;-32,624134;-58,70305
156;ALDEA SAN FRANCISCO;ENTRE RIOS;42;LOCALIDAD CONECTADA;-31,96191667;-60,63581389
157;ALDEA SAN ISIDRO;ENTRE RIOS;353;LOCALIDAD CONECTADA;-30,9728611;-58,99875
158;ALDEA SAN JUAN;ENTRE RIOS;179;LOCALIDAD CONECTADA;-32,6975;-58,76741667
159;ALDEA SAN RAFAEL;ENTRE RIOS;144;LOCALIDAD CONECTADA;-31,95757778;-60,25404167
160;ALDEA SANTA MARIA;ENTRE RIOS;302;LOCALIDAD CONECTADA;-31,610125;-60,00409722
162;ALDEA SANTA ROSA;ENTRE RIOS;71;LOCALIDAD CONECTADA;-32,01350556;-60,24024167
163;ALDEA SPATZENKUTTER;ENTRE RIOS;355;LOCALIDAD CONECTADA;-31,94675833;-60,58180278
164;ALDEA VALLE MARIA;ENTRE RIOS;2149;LOCALIDAD CONECTADA;-31,98661389;-60,58496944
187;ALTAMIRANO SUR;ENTRE RIOS;62;LOCALIDAD CONECTADA;-32,095295;-59,1749
243;ANTELO;ENTRE RIOS;211;LOCALIDAD CONECTADA;-32,533375;-60,03477778
259;ARANGUREN;ENTRE RIOS;1571;LOCALIDAD CONECTADA;-32,24448611;-60,155875
508;BASAVILBASO;ENTRE RIOS;9485;LOCALIDAD CONECTADA;-32,37117222;-58,87845833
544;BETBEDER;ENTRE RIOS;145;LOCALIDAD CONECTADA;-32,373275;-59,92775556
558;BOVRIL;ENTRE RIOS;8577;LOCALIDAD CONECTADA;-31,34015;-59,43371944
587;CALABACILLA;ENTRE RIOS;879;LOCALIDAD CONECTADA;-31,50665833;-58,13470556
701;CASEROS;ENTRE RIOS;1948;LOCALIDAD CONECTADA;-32,46175;-58,47422222
738;CERRITO;ENTRE RIOS;5310;LOCALIDAD CONECTADA;-31,57397778;-60,07709167
754;CHAJARI;ENTRE RIOS;32734;LOCALIDAD CONECTADA;-30,75574444;-57,98850556
883;COLONIA ENSAYO;ENTRE RIOS;255;LOCALIDAD CONECTADA;-31,86516667;-60,57591667
910;COLONIA PEÑA;ENTRE RIOS;58;LOCALIDAD CONECTADA;-30,80135;-58,18826389
925;COLONIA SANTA MARIA;ENTRE RIOS;352;LOCALIDAD CONECTADA;-30,61268889;-58,17001944
961;CONCEPCION DEL URUGUAY;ENTRE RIOS;72528;LOCALIDAD CONECTADA;-32,48446389;-58,25335
962;CONCORDIA;ENTRE RIOS;149450;LOCALIDAD CONECTADA;-31,38165833;-58,01830556
968;CONSCRIPTO BERNARDI;ENTRE RIOS;1339;LOCALIDAD CONECTADA;-31,04508333;-59,08746944
1029;CRESPO;ENTRE RIOS;19536;LOCALIDAD CONECTADA;-32,04451111;-60,30311944
1080;DIAMANTE;ENTRE RIOS;19142;LOCALIDAD CONECTADA;-32,07167778;-60,63232222
1094;DON CRISTOBAL;ENTRE RIOS;29;LOCALIDAD CONECTADA;-32,07224444;-59,9941
1107;DURAZNO;ENTRE RIOS;294;LOCALIDAD CONECTADA;-31,98889722;-59,28122222
1146;EL CIMARRON;ENTRE RIOS;634;LOCALIDAD CONECTADA;-30,98631142;-58,97818793
1197;EL PALENQUE;ENTRE RIOS;155;LOCALIDAD CONECTADA;-31,65583056;-60,16800278
1207;EL PINGO;ENTRE RIOS;766;LOCALIDAD CONECTADA;-31,58163333;-59,89108333
1242;EL SOLAR;ENTRE RIOS;194;LOCALIDAD CONECTADA;-31,1751;-59,73229444
1278;ENRIQUE CARBO;ENTRE RIOS;750;LOCALIDAD CONECTADA;-33,1529916;-59,2115583
1300;ESTACION ARROYO CLE;ENTRE RIOS;119;LOCALIDAD CONECTADA;-32,63466944;-59,40154444
1302;ESTACION CAMPS;ENTRE RIOS;171;LOCALIDAD CONECTADA;-32,11102778;-60,22819444
1307;ESTACION ESCRIÑA;ENTRE RIOS;47;LOCALIDAD CONECTADA;-32,594733;-58,905059
1310;ESTACION LAZO;ENTRE RIOS;175;LOCALIDAD CONECTADA;-32,87055556;-59,42205556
1315;ESTACION RAICES;ENTRE RIOS;138;LOCALIDAD CONECTADA;-31,91;-59,25994444
1325;ESTANCIA GRANDE;ENTRE RIOS;578;LOCALIDAD CONECTADA;-31,482037;-58,175501
1327;ESTANCIA SAN PEDRO;ENTRE RIOS;67;LOCALIDAD CONECTADA;-32,34246944;-58,64832778
1354;FAUSTINO M. PARERA;ENTRE RIOS;158;LOCALIDAD CONECTADA;-32,8037;-58,881475
1356;FEDERAL;ENTRE RIOS;16075;LOCALIDAD CONECTADA;-30,943125;-58,78145
1396;FREITAS SAN PEDRO;ENTRE RIOS;277;LOCALIDAD CONECTADA;-30,75515278;-58,07944722
1424;GENERAL ALMADA;ENTRE RIOS;144;LOCALIDAD CONECTADA;-32,83676622;-58,80586185
1425;GENERAL ALVEAR;ENTRE RIOS;438;LOCALIDAD CONECTADA;-31,95069444;-60,67189722
1434;GENERAL CAMPOS;ENTRE RIOS;2994;LOCALIDAD CONECTADA;-31,52683333;-58,40852778
1443;GENERAL GALARZA;ENTRE RIOS;4741;LOCALIDAD CONECTADA;-32,72915;-59,39337778
1467;GENERAL RACEDO;ENTRE RIOS;540;LOCALIDAD CONECTADA;-31,98536667;-60,40798333
1468;GENERAL RAMIREZ;ENTRE RIOS;8868;LOCALIDAD CONECTADA;-32,16919444;-60,19952778
1480;GILBERT;ENTRE RIOS;996;LOCALIDAD CONECTADA;-32,537125;-58,93338056
1486;GOBERNADOR ECHAGÜE;ENTRE RIOS;201;LOCALIDAD CONECTADA;-32,39453333;-59,27514167
1487;GOBERNADOR FEBRE;ENTRE RIOS;127;LOCALIDAD CONECTADA;-32,47481944;-59,91341944
1493;GOBERNADOR MANSILLA;ENTRE RIOS;2046;LOCALIDAD CONECTADA;-32,54772222;-59,35452778
1496;GOBERNADOR SOLA;ENTRE RIOS;491;LOCALIDAD CONECTADA;-32,3375;-59,37033333
1525;GUALEGUAY;ENTRE RIOS;40507;LOCALIDAD CONECTADA;-33,13193611;-59,31715833
1526;GUALEGUAYCHU;ENTRE RIOS;80614;LOCALIDAD CONECTADA;-33,01216944;-58,53351944
1534;GUARDAMONTE;ENTRE RIOS;101;LOCALIDAD CONECTADA;-32,08483333;-59,30802778
1549;HASENKAMP;ENTRE RIOS;4805;LOCALIDAD CONECTADA;-31,50705833;-59,83685556
1558;HERNANDEZ;ENTRE RIOS;1510;LOCALIDAD CONECTADA;-32,33327778;-60,02527778
1562;HERRERA;ENTRE RIOS;1251;LOCALIDAD CONECTADA;-32,43439167;-58,63621667
1622;INGENIERO MIGUEL SAJAROFF;ENTRE RIOS;399;LOCALIDAD CONECTADA;-31,95608333;-58,84758333
1635;IRAZUSTA;ENTRE RIOS;298;LOCALIDAD CONECTADA;-32,9275;-58,956
1695;JUBILEO;ENTRE RIOS;631;LOCALIDAD CONECTADA;-31,73344444;-58,63352778
1757;LA CRIOLLA;ENTRE RIOS;1543;LOCALIDAD CONECTADA;-31,26883333;-58,11322222
1825;LA PAZ;ENTRE RIOS;24307;LOCALIDAD CONECTADA;-30,73535;-59,63423611
1829;LA PICADA;ENTRE RIOS;564;LOCALIDAD CONECTADA;-31,72625;-60,29427778
1890;LAGUNA DEL PESCADO;ENTRE RIOS;0;LOCALIDAD CONECTADA;-32,68591667;-60,01425
1914;LARROQUE;ENTRE RIOS;6180;LOCALIDAD CONECTADA;-33,04352778;-58,99761111
1952;LAS GUACHAS;ENTRE RIOS;66;LOCALIDAD CONECTADA;-32,46772222;-59,17319444
1973;LAS MOSCAS;ENTRE RIOS;383;LOCALIDAD CONECTADA;-32,09055556;-58,95808333
2022;LIBAROS;ENTRE RIOS;230;LOCALIDAD CONECTADA;-32,26019395;-58,90904752
2080;LOS CHARRUAS;ENTRE RIOS;3306;LOCALIDAD CONECTADA;-31,16891667;-58,18538889
2087;LOS CONQUISTADORES;ENTRE RIOS;1177;LOCALIDAD CONECTADA;-30,58986111;-58,46502778
2147;LUCAS GONZALEZ;ENTRE RIOS;4364;LOCALIDAD CONECTADA;-32,38880556;-59,52877222
2167;MACIA;ENTRE RIOS;5870;LOCALIDAD CONECTADA;-32,17038889;-59,39627778
2217;MARIA GRANDE;ENTRE RIOS;7557;LOCALIDAD CONECTADA;-31,66416389;-59,89933611
2365;NOGOYA;ENTRE RIOS;22824;LOCALIDAD CONECTADA;-32,39550833;-59,78256944
2382;NUEVA VIZCAYA;ENTRE RIOS;379;LOCALIDAD CONECTADA;-30,96779722;-58,61166389
2420;ORO VERDE;ENTRE RIOS;4116;LOCALIDAD CONECTADA;-31,82996111;-60,52098889
2422;OSVALDO MAGNASCO;ENTRE RIOS;1241;LOCALIDAD CONECTADA;-31,313333;-58,059833
2472;PARAJE LA VIRGEN;ENTRE RIOS;59;LOCALIDAD CONECTADA;-31,91578987;-60,6517239
2475;PARANA;ENTRE RIOS;247139;LOCALIDAD CONECTADA;-31,74019722;-60,53439167
2488;PASO DE LA LAGUNA;ENTRE RIOS;348;LOCALIDAD CONECTADA;-31,80158333;-59,15913889
3769;PUEBLO BELLOCQ _LAS GARZAS;ENTRE RIOS;296;LOCALIDAD CONECTADA;-31,42843333;-59,745075
2680;PUERTO RUIZ;ENTRE RIOS;347;LOCALIDAD CONECTADA;-33,22122222;-59,36337222
2775;RINCON DE NOGOYA;ENTRE RIOS;994;LOCALIDAD CONECTADA;-32,78113889;-59,90544444
2811;ROCAMORA;ENTRE RIOS;281;LOCALIDAD CONECTADA;-32,34185556;-58,96866667
2830;ROSARIO DEL TALA;ENTRE RIOS;12801;LOCALIDAD CONECTADA;-32,3029444;-59,1311333
2893;SAN BENITO;ENTRE RIOS;9105;LOCALIDAD CONECTADA;-31,77920581;-60,44202472
2938;SAN GUSTAVO;ENTRE RIOS;1325;LOCALIDAD CONECTADA;-30,68958333;-59,39372222
2947;SAN JAIME DE LA FRONTERA;ENTRE RIOS;4143;LOCALIDAD CONECTADA;-30,34036111;-58,31655556
2964;SAN JOSE DE FELICIANO;ENTRE RIOS;10282;LOCALIDAD CONECTADA;-30,38419444;-58,75016667
3032;SAN SALVADOR;ENTRE RIOS;12733;LOCALIDAD CONECTADA;-31,62430556;-58,51511111
3041;SAN VICTOR;ENTRE RIOS;325;LOCALIDAD CONECTADA;-30,489175;-59,03319444
3052;SANTA ANITA;ENTRE RIOS;1187;LOCALIDAD CONECTADA;-32,17932151;-58,78968283
3135;SAUCE DE LUNA;ENTRE RIOS;2845;LOCALIDAD CONECTADA;-31,23784444;-59,21733056
3136;SAUCE MONTRULL;ENTRE RIOS;746;LOCALIDAD CONECTADA;-31,7433472;-60,36095556
3144;SEGUI;ENTRE RIOS;3695;LOCALIDAD CONECTADA;-31,96060278;-60,12542222
3169;SIR LEONARD;ENTRE RIOS;281;LOCALIDAD CONECTADA;-31,38955556;-59,50119444
3180;SOSA;ENTRE RIOS;495;LOCALIDAD CONECTADA;-31,73835556;-59,91006667
3197;TABOSSI;ENTRE RIOS;1322;LOCALIDAD CONECTADA;-31,80084722;-59,93928333
